1 1.67
2 15.0
3 24.12
4 32.31
5 46.33
6 52.28
7 67.53
8 76.92
9 78.28
10 84.39
11 86.82
12 91.61
13 96.07
14 95.99
15 97.21
16 96.93
17 98.56
18 98.1
19 100.0
20 95.24
