0 0
1 8.97
2 23.73
3 40.99
4 49.84
5 56.81
6 60.25
7 73.76
8 73.98
9 77.6
10 83.67
11 87.35
12 88.35
13 92.84
14 96.13
15 97.45
16 97.45
17 98.42
18 98.67
19 96.89
20 98.67
21 99.7
